"","number_infecteds_y1","number_infecteds_y2","number_infecteds_y3","number_infecteds_y4","number_infecteds_y5","area_infected_y1","area_infected_y2","area_infected_y3","area_infected_y4","area_infected_y5","number_infecteds_y1.1","number_infecteds_y2.1","number_infecteds_y3.1","number_infecteds_y4.1","number_infecteds_y5.1","area_infected_y1.1","area_infected_y2.1","area_infected_y3.1","area_infected_y4.1","area_infected_y5.1"
"1",6000.4,6000.4,5000.5,5000.5,4000.6,4000.6,4000.6,4000.6,5000.5,5000.5,5163.46139716373,5163.46139716373,5269.9357206706,5269.9357206706,5163.46139716373,5163.46139716373,5163.46139716373,5163.46139716373,5269.9357206706,5269.9357206706
